beneficiary_id,account_id,beneficiary_name,beneficiary_account_number,beneficiary_bank,beneficiary_ifsc,relationship_to_account_holder,date_added,is_first_time_beneficiary,is_verified,beneficiary_risk_flag,total_transfers_to_date,evidence_status
BEN-4NJ1TE,ACC-H1RJFUI,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2025-03-22,FALSE,TRUE,NONE,1,AVAILABLE
BEN-QDIG55,ACC-H1RJFUI,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2025-05-02,FALSE,TRUE,NONE,1,AVAILABLE
BEN-5GXXIG,ACC-H1RJFUI,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2025-08-16,FALSE,TRUE,NONE,1,AVAILABLE
BEN-H3HWTL,ACC-H1RJFUI,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2025-09-20,FALSE,TRUE,NONE,1,AVAILABLE
BEN-1MFXTN,ACC-H3FNBDV,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-09-07,FALSE,TRUE,NONE,1,AVAILABLE
BEN-9R0T8I,ACC-H3FNBDV,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2024-09-18,FALSE,TRUE,NONE,3,AVAILABLE
BEN-K86IOU,ACC-H3FNBDV,Hritik Datta,ACC-EZC1B3E,Kotak Mahindra Bank,BARB0291319,FAMILY,2024-09-30,FALSE,TRUE,NONE,1,AVAILABLE
BEN-WGRWU8,ACC-H3FNBDV,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2024-12-19,FALSE,TRUE,NONE,1,AVAILABLE
BEN-Q3WGH5,ACC-H3FNBDV,Kritika Karpe,ACC-6GN8W9U,Canara Bank,UBIN0290160,FAMILY,2025-01-15,FALSE,TRUE,NONE,1,AVAILABLE
BEN-5CED1X,ACC-H3FNBDV,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2025-03-14,FALSE,TRUE,NONE,1,AVAILABLE
BEN-LK0T2I,ACC-H3FNBDV,Wridesh Varty,ACC-1SGFGFB,Bank of Baroda,KOTAK0175668,FRIEND,2025-03-24,FALSE,TRUE,NONE,3,AVAILABLE
BEN-G9ZCUC,ACC-H3FNBDV,Lucky Balasubramanian,ACC-R9KE7J2,State Bank of India,ICIC0354063,FAMILY,2025-06-03,FALSE,TRUE,NONE,1,AVAILABLE
BEN-L5YPI3,ACC-H3FNBDV,AIRTEL POSTPAID,EXT-8F1CBFN,IndusInd Bank,INDB0343962,MERCHANT,2025-10-05,FALSE,TRUE,NONE,1,AVAILABLE
BEN-CH0RRX,ACC-H3FNBDV,Samar Sabharwal,ACC-DJKDFR2,HDFC Bank,IDFB0830329,UNKNOWN,2026-08-18,TRUE,FALSE,HIGH,1,AVAILABLE
BEN-0ZNIWX,ACC-H7GPNG4,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2024-06-11,FALSE,TRUE,NONE,1,AVAILABLE
BEN-KZ9XU5,ACC-H7GPNG4,Neelima Sankaran,ACC-AH3XM2A,Bank of Baroda,UTIB0554102,FRIEND,2024-07-04,FALSE,TRUE,NONE,2,AVAILABLE
BEN-JNW0P7,ACC-H7GPNG4,Devika Sastry,ACC-2DUG8RM,State Bank of India,BARB0312470,FRIEND,2024-10-07,FALSE,TRUE,NONE,3,AVAILABLE
BEN-DIAG22,ACC-H7GPNG4,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2025-02-19,FALSE,TRUE,NONE,1,AVAILABLE
BEN-LKLV5I,ACC-H7GPNG4,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2025-08-06,FALSE,TRUE,NONE,1,AVAILABLE
BEN-NJZXM2,ACC-H7GPNG4,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2025-08-14,FALSE,TRUE,NONE,1,AVAILABLE
BEN-O6TSPY,ACC-H7GPNG4,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2025-10-30,FALSE,TRUE,NONE,1,AVAILABLE
BEN-6EYDU6,ACC-H7GX86O,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2024-05-24,FALSE,TRUE,NONE,1,AVAILABLE
BEN-C98Z4D,ACC-H7GX86O,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-07-16,FALSE,TRUE,NONE,1,AVAILABLE
BEN-WR7K9Z,ACC-H7GX86O,Tara Lala,ACC-JS2MXCB,State Bank of India,IDFB0474793,FRIEND,2024-10-22,FALSE,TRUE,NONE,1,AVAILABLE
BEN-UUV8YQ,ACC-H7GX86O,AIRTEL POSTPAID,EXT-8F1CBFN,IndusInd Bank,INDB0343962,MERCHANT,2024-10-29,FALSE,TRUE,NONE,1,AVAILABLE
BEN-H4NLH5,ACC-H7GX86O,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2025-04-10,FALSE,TRUE,NONE,1,AVAILABLE
BEN-6FRH8A,ACC-H7GX86O,Bimala Kamdar,ACC-SP7RU86,IndusInd Bank,UTIB0585400,FAMILY,2025-04-18,FALSE,TRUE,NONE,3,AVAILABLE
BEN-3F5279,ACC-H7GX86O,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2025-06-06,FALSE,TRUE,NONE,1,AVAILABLE
BEN-JBN6PN,ACC-H7GX86O,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2025-06-19,FALSE,TRUE,NONE,1,AVAILABLE
BEN-B9RSUN,ACC-H7GX86O,Pushti Date,EXT-I8YYF52,State Bank of India,HDFC0445002,UNKNOWN,2025-10-06,FALSE,TRUE,NONE,1,AVAILABLE
BEN-YVN5EX,ACC-HEZ5EDJ,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-03-31,FALSE,TRUE,NONE,3,AVAILABLE
BEN-142VSZ,ACC-HEZ5EDJ,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2024-05-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-S052DO,ACC-HEZ5EDJ,Imaran Vala,ACC-XANBX94,Punjab National Bank,SBIN0674355,FRIEND,2024-06-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-YGRPP2,ACC-HEZ5EDJ,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2025-01-29,FALSE,TRUE,NONE,1,AVAILABLE
BEN-GI4MRF,ACC-HEZ5EDJ,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2025-03-15,FALSE,TRUE,NONE,1,AVAILABLE
BEN-6XLBAJ,ACC-HEZ5EDJ,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2025-05-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-PX4LQ3,ACC-HGP8IY3,AIRTEL POSTPAID,EXT-8F1CBFN,IndusInd Bank,INDB0343962,MERCHANT,2024-09-20,FALSE,TRUE,NONE,1,AVAILABLE
BEN-GD5523,ACC-HGP8IY3,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2025-03-17,FALSE,TRUE,NONE,1,AVAILABLE
BEN-NVLSX4,ACC-HGP8IY3,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2025-03-20,FALSE,TRUE,NONE,1,AVAILABLE
BEN-GHE2WH,ACC-HGP8IY3,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2025-03-22,FALSE,TRUE,NONE,2,AVAILABLE
BEN-2HXQJK,ACC-HGP8IY3,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2025-06-21,FALSE,TRUE,NONE,1,AVAILABLE
BEN-A7VP3C,ACC-HGP8IY3,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2025-07-30,FALSE,TRUE,NONE,1,AVAILABLE
BEN-SUKUI6,ACC-HGP8IY3,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2025-08-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-HDWTL3,ACC-HGP8IY3,SUNRISE TRADERS,EXT-5C0S4UA,Kotak Mahindra Bank,HDFC0432859,UNKNOWN,2026-08-24,TRUE,FALSE,HIGH,1,AVAILABLE
BEN-DN9L5K,ACC-HHFH56O,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-03-16,FALSE,TRUE,NONE,1,AVAILABLE
BEN-SJ3R2H,ACC-HHFH56O,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2024-05-13,FALSE,TRUE,NONE,3,AVAILABLE
BEN-YVWM51,ACC-HHFH56O,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2024-09-14,FALSE,TRUE,NONE,1,AVAILABLE
BEN-6S8R7R,ACC-HHFH56O,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2024-10-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-10TSC0,ACC-HHFH56O,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2025-04-04,FALSE,TRUE,NONE,1,AVAILABLE
BEN-V8SI93,ACC-HHFH56O,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2025-05-09,FALSE,TRUE,NONE,1,AVAILABLE
BEN-LD91AP,ACC-HHFH56O,Sai Srinivasan,ACC-M5VWIPG,IndusInd Bank,KOTAK0126806,FAMILY,2025-06-26,FALSE,TRUE,NONE,4,AVAILABLE
BEN-ULN51L,ACC-HHFH56O,Vritti Gole,ACC-12310X5,Yes Bank,BARB0861024,FAMILY,2025-07-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-4B9WHP,ACC-HHFH56O,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2025-11-02,FALSE,TRUE,NONE,1,AVAILABLE
BEN-MT4UDD,ACC-HL8Z7IO,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2024-08-22,FALSE,TRUE,NONE,1,AVAILABLE
BEN-A82150,ACC-HL8Z7IO,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2025-01-27,FALSE,TRUE,NONE,1,AVAILABLE
BEN-DNF9M2,ACC-HL8Z7IO,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2025-02-25,FALSE,TRUE,NONE,2,AVAILABLE
BEN-TXL8T2,ACC-HL8Z7IO,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2025-05-09,FALSE,TRUE,NONE,1,AVAILABLE
BEN-G41WML,ACC-HL8Z7IO,Sathvik Barad,ACC-GCNM08K,Union Bank of India,PUNB0982048,FAMILY,2025-05-17,FALSE,TRUE,NONE,2,AVAILABLE
BEN-UJ3VBJ,ACC-HL8Z7IO,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2025-06-18,FALSE,TRUE,NONE,2,AVAILABLE
BEN-Z6OY48,ACC-HL8Z7IO,RAPIDO,EXT-7Q9AH8R,Canara Bank,CNRB0905934,MERCHANT,2025-09-16,FALSE,TRUE,NONE,1,AVAILABLE
BEN-YU2ZX3,ACC-HMUH8LM,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2024-03-15,FALSE,TRUE,NONE,1,AVAILABLE
BEN-AUWEQ9,ACC-HMUH8LM,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2024-04-23,FALSE,TRUE,NONE,1,AVAILABLE
BEN-SJF612,ACC-HMUH8LM,AIRTEL POSTPAID,EXT-8F1CBFN,IndusInd Bank,INDB0343962,MERCHANT,2025-09-02,FALSE,TRUE,NONE,2,AVAILABLE
BEN-H633AO,ACC-HMUH8LM,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2025-10-18,FALSE,TRUE,NONE,1,AVAILABLE
BEN-G7E680,ACC-HMUH8LM,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2025-11-02,FALSE,TRUE,NONE,1,AVAILABLE
BEN-1HNPB4,ACC-HUCI5RX,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-06-06,FALSE,TRUE,NONE,1,AVAILABLE
BEN-NOCO2I,ACC-HUCI5RX,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-09-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-Q3FG3K,ACC-HUCI5RX,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2024-09-24,FALSE,TRUE,NONE,1,AVAILABLE
BEN-LMC8Z0,ACC-HUCI5RX,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2024-09-27,FALSE,TRUE,NONE,1,AVAILABLE
BEN-QN1GET,ACC-HUCI5RX,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2024-12-01,FALSE,TRUE,NONE,1,AVAILABLE
BEN-1S9NQY,ACC-HUCI5RX,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2025-08-29,FALSE,TRUE,NONE,1,AVAILABLE
BEN-HVE1M1,ACC-HUCI5RX,Sneha Mann (Landlord),EXT-RRZG6E7,Canara Bank,IDFB0431840,UNKNOWN,2025-09-13,FALSE,TRUE,NONE,5,AVAILABLE
BEN-65M71J,ACC-HUCI5RX,AIRTEL POSTPAID,EXT-8F1CBFN,IndusInd Bank,INDB0343962,MERCHANT,2025-10-05,FALSE,TRUE,NONE,2,AVAILABLE
BEN-RUBHU1,ACC-HYKM1QW,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2024-07-07,FALSE,TRUE,NONE,2,AVAILABLE
BEN-MQ1CLR,ACC-HYKM1QW,RAPIDO,EXT-7Q9AH8R,Canara Bank,CNRB0905934,MERCHANT,2024-09-04,FALSE,TRUE,NONE,1,AVAILABLE
BEN-YIUY6V,ACC-HYKM1QW,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2024-10-09,FALSE,TRUE,NONE,1,AVAILABLE
BEN-W65W51,ACC-HYKM1QW,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2024-11-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-ANV2RB,ACC-HYKM1QW,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2025-09-03,FALSE,TRUE,NONE,2,AVAILABLE
BEN-EGBVY8,ACC-HYKM1QW,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2025-09-19,FALSE,TRUE,NONE,1,AVAILABLE
BEN-13L3OW,ACC-I4J3X09,RAPIDO,EXT-7Q9AH8R,Canara Bank,CNRB0905934,MERCHANT,2024-07-27,FALSE,TRUE,NONE,3,AVAILABLE
BEN-J9N1R5,ACC-I4J3X09,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2024-07-27,FALSE,TRUE,NONE,2,AVAILABLE
BEN-COY757,ACC-I4J3X09,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2024-12-16,FALSE,TRUE,NONE,2,AVAILABLE
BEN-U3FUPV,ACC-I4J3X09,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2025-01-11,FALSE,TRUE,NONE,1,AVAILABLE
BEN-P30U6S,ACC-I4J3X09,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2025-06-17,FALSE,TRUE,NONE,1,AVAILABLE
BEN-LK74HA,ACC-I4J3X09,Vasana Banik,ACC-J7S9KT5,Bank of Baroda,BARB0301416,FRIEND,2025-10-12,FALSE,TRUE,NONE,3,AVAILABLE
BEN-20A28F,ACC-I603D93,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-07-10,FALSE,TRUE,NONE,1,AVAILABLE
BEN-MFP4FT,ACC-I603D93,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2024-11-30,FALSE,TRUE,NONE,1,AVAILABLE
BEN-CTVDZ4,ACC-I603D93,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-12-21,FALSE,TRUE,NONE,1,AVAILABLE
BEN-WZKH2S,ACC-I603D93,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2024-12-25,FALSE,TRUE,NONE,1,AVAILABLE
BEN-5UODBP,ACC-I603D93,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2025-03-27,FALSE,TRUE,NONE,2,AVAILABLE
BEN-7S211P,ACC-I603D93,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2025-07-29,FALSE,TRUE,NONE,2,AVAILABLE
BEN-A581WD,ACC-I72U6W3,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2024-03-24,FALSE,TRUE,NONE,1,AVAILABLE
BEN-8IBKJD,ACC-I72U6W3,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2024-10-09,FALSE,TRUE,NONE,1,AVAILABLE
BEN-7STWQG,ACC-I72U6W3,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-12-01,FALSE,TRUE,NONE,1,AVAILABLE
BEN-TI01BB,ACC-I72U6W3,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2024-12-11,FALSE,TRUE,NONE,1,AVAILABLE
BEN-7S7RC9,ACC-I72U6W3,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2025-01-23,FALSE,TRUE,NONE,1,AVAILABLE
BEN-0X334M,ACC-I72U6W3,AIRTEL POSTPAID,EXT-8F1CBFN,IndusInd Bank,INDB0343962,MERCHANT,2025-03-04,FALSE,TRUE,NONE,1,AVAILABLE
BEN-F6N5P0,ACC-I72U6W3,RAPIDO,EXT-7Q9AH8R,Canara Bank,CNRB0905934,MERCHANT,2025-03-29,FALSE,TRUE,NONE,1,AVAILABLE
BEN-DRPJE0,ACC-I85FVOE,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2024-05-26,FALSE,TRUE,NONE,2,AVAILABLE
BEN-IRF1OC,ACC-I85FVOE,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2024-06-18,FALSE,TRUE,NONE,1,AVAILABLE
BEN-QU1K6J,ACC-I85FVOE,Irya Sachar,ACC-BX9X39I,IDFC FIRST Bank,CNRB0200317,FRIEND,2024-07-24,FALSE,TRUE,NONE,1,AVAILABLE
BEN-BSLTL5,ACC-I85FVOE,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-08-02,FALSE,TRUE,NONE,1,AVAILABLE
BEN-88OX3L,ACC-I85FVOE,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2024-11-27,FALSE,TRUE,NONE,1,AVAILABLE
BEN-BV09DX,ACC-I85FVOE,Yug Shukla,ACC-7SFQM9R,IDFC FIRST Bank,ICIC0212075,FAMILY,2025-01-12,FALSE,TRUE,NONE,1,AVAILABLE
BEN-QCX0WH,ACC-I85FVOE,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2025-05-18,FALSE,TRUE,NONE,2,AVAILABLE
BEN-3VS51S,ACC-I9NWRI1,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2024-03-17,FALSE,TRUE,NONE,1,AVAILABLE
BEN-YUR9OL,ACC-I9NWRI1,Samaksh Hans,ACC-CDP9AJG,Kotak Mahindra Bank,BARB0218800,FRIEND,2024-03-22,FALSE,TRUE,NONE,2,AVAILABLE
BEN-AX7X8I,ACC-I9NWRI1,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2024-05-20,FALSE,TRUE,NONE,2,AVAILABLE
BEN-JFTHC1,ACC-I9NWRI1,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2024-08-28,FALSE,TRUE,NONE,3,AVAILABLE
BEN-NUEG36,ACC-I9NWRI1,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2024-10-28,FALSE,TRUE,NONE,1,AVAILABLE
BEN-NN32QL,ACC-I9NWRI1,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2024-11-01,FALSE,TRUE,NONE,1,AVAILABLE
BEN-DP8PNH,ACC-I9NWRI1,Ladli Khurana,ACC-CUG7RQ8,ICICI Bank,UTIB0211641,FAMILY,2025-02-17,FALSE,TRUE,NONE,2,AVAILABLE
BEN-AV3APK,ACC-I9NWRI1,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2025-04-13,FALSE,TRUE,NONE,1,AVAILABLE
BEN-O8SO6Z,ACC-I9NWRI1,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2025-09-17,FALSE,TRUE,NONE,1,AVAILABLE
BEN-ZU969W,ACC-IF3G3T3,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-05-29,FALSE,TRUE,NONE,1,AVAILABLE
BEN-8WWVN8,ACC-IF3G3T3,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-08-20,FALSE,TRUE,NONE,1,AVAILABLE
BEN-3W8L8U,ACC-IF3G3T3,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2024-10-13,FALSE,TRUE,NONE,1,AVAILABLE
BEN-YI23W1,ACC-IF3G3T3,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2025-02-18,FALSE,TRUE,NONE,1,AVAILABLE
BEN-A76YAU,ACC-IF3G3T3,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2025-06-06,FALSE,TRUE,NONE,1,AVAILABLE
BEN-06SFWX,ACC-IF3G3T3,Mohammed Setty,ACC-BS5FI6E,Kotak Mahindra Bank,UTIB0913287,FRIEND,2025-07-05,FALSE,TRUE,NONE,2,AVAILABLE
BEN-7TJRED,ACC-IF3G3T3,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2025-08-25,FALSE,TRUE,NONE,2,AVAILABLE
BEN-41KWCW,ACC-IFI031L,Ekiya Suresh,ACC-5FAALFS,IDFC FIRST Bank,BARB0353475,FRIEND,2024-05-30,FALSE,TRUE,NONE,1,AVAILABLE
BEN-7PCO5V,ACC-IFI031L,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2024-07-04,FALSE,TRUE,NONE,1,AVAILABLE
BEN-V0845B,ACC-IFI031L,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2024-07-18,FALSE,TRUE,NONE,1,AVAILABLE
BEN-OTJ386,ACC-IFI031L,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2024-08-04,FALSE,TRUE,NONE,2,AVAILABLE
BEN-HLJ7YI,ACC-IFI031L,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-09-07,FALSE,TRUE,NONE,1,AVAILABLE
BEN-5PS1Y5,ACC-IFI031L,Ishwar Batra,ACC-Q6EW09U,IDFC FIRST Bank,PUNB0213038,FAMILY,2025-10-03,FALSE,TRUE,NONE,1,AVAILABLE
BEN-R81AF9,ACC-IFI031L,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2025-10-08,FALSE,TRUE,NONE,2,AVAILABLE
BEN-LL6GFA,ACC-IFY7O0P,Dipta Seshadri,ACC-AG8VFMI,Union Bank of India,PUNB0114958,FRIEND,2024-06-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-PALX38,ACC-IFY7O0P,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2024-07-06,FALSE,TRUE,NONE,1,AVAILABLE
BEN-4H7W4P,ACC-IFY7O0P,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2024-08-03,FALSE,TRUE,NONE,1,AVAILABLE
BEN-1M9Z7E,ACC-IFY7O0P,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2024-10-27,FALSE,TRUE,NONE,1,AVAILABLE
BEN-W5NXWM,ACC-IFY7O0P,Udarsh Pai,ACC-KRJ1925,Yes Bank,SBIN0568260,FRIEND,2024-11-27,FALSE,TRUE,NONE,1,AVAILABLE
BEN-XTDM0I,ACC-IFY7O0P,Nicholas Walla (Landlord),EXT-3EOHN6N,HDFC Bank,PUNB0451355,UNKNOWN,2025-03-02,FALSE,TRUE,NONE,5,AVAILABLE
BEN-83OLPT,ACC-IFY7O0P,RAPIDO,EXT-7Q9AH8R,Canara Bank,CNRB0905934,MERCHANT,2025-05-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-C0LL7X,ACC-IFY7O0P,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2025-06-09,FALSE,TRUE,NONE,2,AVAILABLE
BEN-DP72F1,ACC-IFY7O0P,AIRTEL POSTPAID,EXT-8F1CBFN,IndusInd Bank,INDB0343962,MERCHANT,2025-08-07,FALSE,TRUE,NONE,1,AVAILABLE
BEN-C11FWT,ACC-IITA5WV,Chaitanya Kalita,ACC-ARN9585,Union Bank of India,PUNB0494103,FAMILY,2024-04-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-UVXI0L,ACC-IITA5WV,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2024-07-06,FALSE,TRUE,NONE,2,AVAILABLE
BEN-SBGV52,ACC-IITA5WV,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2024-07-23,FALSE,TRUE,NONE,1,AVAILABLE
BEN-Q0E3ON,ACC-IITA5WV,AIRTEL POSTPAID,EXT-8F1CBFN,IndusInd Bank,INDB0343962,MERCHANT,2024-07-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-5NLFAF,ACC-IITA5WV,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2024-12-04,FALSE,TRUE,NONE,1,AVAILABLE
