account_id,customer_id,customer_name,account_type,account_status,account_open_date,kyc_status,risk_rating,registered_country,avg_monthly_txn_count,avg_monthly_txn_amount,home_branch,occupation,annual_income,customer_segment,last_activity_date
ACC-PNEE5DN,CUS-AN3YM5G,Hritik Kulkarni,SAVINGS,ACTIVE,2020-03-13,VERIFIED,MEDIUM,INDIA,16,68527.37,UBIN0329412,Equities trader,202145,STUDENT,2026-08-29
ACC-PQ9YTXH,CUS-8P2YAZQ,Abha Chandran,SAVINGS,ACTIVE,2022-10-12,VERIFIED,LOW,INDIA,22,470982.91,UTIB0183985,Retail manager,2903407,MASS_AFFLUENT,2026-08-28
ACC-PR8DOYW,CUS-JM58TL5,Amara Puri,SAVINGS,ACTIVE,2023-07-05,VERIFIED,MEDIUM,INDIA,15,119554.07,IDFB0457311,Manufacturing engineer,852021,RETAIL,2026-08-25
ACC-Q02GKFS,CUS-P45GADR,Ekiya Biswas,SAVINGS,ACTIVE,2025-08-24,PENDING,LOW,INDIA,14,102231.86,ICIC0609530,Water quality scientist,1130248,RETAIL,2026-08-29
ACC-Q2NS5MH,CUS-IE2L2FU,Maanav Vyas,SAVINGS,ACTIVE,2019-12-13,VERIFIED,LOW,INDIA,22,84251.48,UBIN0479052,"Runner, broadcasting/film/video",196116,STUDENT,2026-08-28
ACC-Q5XVTHG,CUS-A9IVXX7,Imaran Ramanathan,SAVINGS,ACTIVE,2023-10-05,VERIFIED,HIGH,INDIA,15,49754.70,IDFB0786141,Seismic interpreter,220676,STUDENT,2026-08-29
ACC-Q6EW09U,CUS-3BDL2IA,Harrison Baria,SAVINGS,ACTIVE,2022-08-06,VERIFIED,LOW,INDIA,11,88318.86,IDFB0236412,Public house manager,416211,SENIOR_CITIZEN,2026-08-19
ACC-Q6WHDH2,CUS-TA3VP8O,Triveni Khalsa,SALARY,ACTIVE,2019-09-10,VERIFIED,MEDIUM,INDIA,16,47949.89,INDB0478816,Aeronautical engineer,156692,STUDENT,2026-08-23
ACC-QBCV0QM,CUS-VDIN9VD,Yashasvi Rajan,SALARY,ACTIVE,2019-10-17,VERIFIED,LOW,INDIA,13,504366.04,IDFB0235753,Accounting technician,7137457,PREMIUM,2026-08-29
ACC-QEG9DDV,CUS-P4WCAQ6,Yug Pillay,SALARY,ACTIVE,2021-12-15,VERIFIED,LOW,INDIA,7,53610.23,SBIN0590822,Diplomatic Services operational officer,343122,SENIOR_CITIZEN,2026-08-18
ACC-QF5WXW7,CUS-2KCYJ8N,Harinakshi Ramaswamy,SALARY,ACTIVE,2023-10-16,VERIFIED,LOW,INDIA,9,70971.93,PUNB0373516,Computer games developer,878406,SENIOR_CITIZEN,2026-08-29
ACC-QFHG8KS,CUS-JLQFJT0,Gauri Krish,SAVINGS,ACTIVE,2022-06-20,VERIFIED,LOW,INDIA,19,198942.68,SBIN0493754,Physiological scientist,1317762,SALARIED,2026-08-28
ACC-QG18BAZ,CUS-HAK43Z5,Anay Bajwa,SAVINGS,ACTIVE,2022-01-26,VERIFIED,LOW,INDIA,17,293531.62,YESB0116656,Government social research officer,1383784,MASS_AFFLUENT,2026-08-29
ACC-QHDK3Z4,CUS-T48OYY4,Nathan Chaudhuri,SAVINGS,ACTIVE,2021-03-29,PENDING,LOW,INDIA,19,253255.02,HDFC0657101,Equities trader,1862047,MASS_AFFLUENT,2026-08-29
ACC-QPR4VXL,CUS-51N0XXZ,Darpan Memon,SALARY,ACTIVE,2019-09-16,VERIFIED,LOW,INDIA,12,247944.38,SBIN0499385,Astronomer,2711659,MASS_AFFLUENT,2026-08-29
ACC-QT68YT0,CUS-TAK5AGE,Tara Karpe,SAVINGS,ACTIVE,2022-11-18,VERIFIED,LOW,INDIA,6,35802.96,YESB0215593,Armed forces technical officer,478922,SENIOR_CITIZEN,2026-08-23
ACC-QZ3PM7V,CUS-LU9AAEA,Faris Vala,SAVINGS,ACTIVE,2024-12-13,VERIFIED,LOW,INDIA,10,87755.12,INDB0722999,"Doctor, general practice",668591,SENIOR_CITIZEN,2026-08-27
ACC-R1UQKER,CUS-L2E5MZL,Brijesh Kala,CURRENT,ACTIVE,2024-07-02,VERIFIED,LOW,INDIA,15,243322.80,UBIN0173832,Business Owner,6801212,BUSINESS,2026-08-28
ACC-R37F7FP,CUS-4E8TDV8,Nathan Mane,SALARY,ACTIVE,2020-05-14,VERIFIED,LOW,INDIA,17,118032.14,CNRB0726667,Economist,741467,RETAIL,2026-08-28
ACC-R7CETEN,CUS-7GGO8YM,Karan Seshadri,SAVINGS,ACTIVE,2019-09-22,VERIFIED,LOW,INDIA,14,301642.70,INDB0581003,Neurosurgeon,2885117,PREMIUM,2026-08-27
ACC-R9KE7J2,CUS-SQ8X3A6,Pratyush Panchal,SAVINGS,ACTIVE,2025-11-27,VERIFIED,LOW,INDIA,10,71511.74,IDFB0621718,Chartered management accountant,550385,SENIOR_CITIZEN,2026-08-28
ACC-R9RIGPP,CUS-D7OODG0,Ati Sani,SAVINGS,ACTIVE,2024-12-27,VERIFIED,LOW,INDIA,20,54193.48,INDB0782139,"Librarian, academic",156036,STUDENT,2026-08-26
ACC-RDEZX6K,CUS-BJ2CIEP,Alexander Mahal,SALARY,ACTIVE,2019-10-03,VERIFIED,LOW,INDIA,17,65689.04,HDFC0655178,Cabin crew,278621,STUDENT,2026-08-28
ACC-RIH330K,CUS-VOSKK9O,Ikshita Bhalla,SALARY,ACTIVE,2020-08-18,VERIFIED,MEDIUM,INDIA,17,155405.43,UTIB0359870,Warehouse manager,1470484,SALARIED,2026-08-23
ACC-RMJ1BMF,CUS-DY07TOO,Azaan Chhabra,SALARY,ACTIVE,2025-06-05,PENDING,LOW,INDIA,17,75647.14,UBIN0358965,Information systems manager,231954,STUDENT,2026-08-29
ACC-RNKK5FI,CUS-11Z14YA,Ekiya Narasimhan,SAVINGS,ACTIVE,2021-12-06,VERIFIED,LOW,INDIA,18,110392.13,HDFC0461076,Health service manager,499834,RETAIL,2026-08-29
ACC-RYI0M7P,CUS-8BYW485,Chasmum Bajwa,SAVINGS,ACTIVE,2022-07-05,VERIFIED,LOW,INDIA,15,62002.59,BARB0161437,Tree surgeon,190893,STUDENT,2026-08-29
ACC-S1UQ7WI,CUS-5755LOS,Lila Dhawan,SAVINGS,ACTIVE,2025-11-05,VERIFIED,LOW,INDIA,14,551462.44,CNRB0687638,Patent attorney,7161577,PREMIUM,2026-08-29
ACC-SCH53XD,CUS-XQ1VSB8,Yoshita Chowdhury,SAVINGS,ACTIVE,2022-02-11,VERIFIED,LOW,INDIA,17,392213.01,BARB0657075,Broadcast engineer,2533752,MASS_AFFLUENT,2026-08-28
ACC-SF4HTZ4,CUS-5QF8YLX,Wridesh Keer,SALARY,ACTIVE,2021-02-12,VERIFIED,LOW,INDIA,8,64876.94,HDFC0799891,Furniture conservator/restorer,761101,SENIOR_CITIZEN,2026-08-25
ACC-SKC95N4,CUS-VPAAFH5,Zashil Basu,SAVINGS,ACTIVE,2025-04-10,VERIFIED,LOW,INDIA,13,107267.25,YESB0283188,Personal assistant,984778,SALARIED,2026-08-29
ACC-SO76KJG,CUS-GTV25W8,Zashil Venkatesh,SAVINGS,ACTIVE,2023-04-10,VERIFIED,LOW,INDIA,10,266547.41,PUNB0998583,"Designer, graphic",1831523,MASS_AFFLUENT,2026-08-24
ACC-SP7RU86,CUS-GDW05RF,Rayaan Shere,SAVINGS,ACTIVE,2023-07-13,PENDING,LOW,INDIA,15,530277.42,KOTAK0781478,Sports administrator,3190857,PREMIUM,2026-08-29
ACC-SPTHDP0,CUS-3EH58B6,Leela Seshadri,SAVINGS,ACTIVE,2024-11-18,VERIFIED,LOW,INDIA,8,74482.12,YESB0800674,Nutritional therapist,503280,SALARIED,2026-08-26
ACC-SRI2AOF,CUS-JA5NV0T,Chaaya Saxena,CURRENT,ACTIVE,2020-11-30,VERIFIED,LOW,INDIA,17,510467.63,YESB0290425,Business Owner,7306648,BUSINESS,2026-08-29
ACC-SRQT0PA,CUS-0CABJX7,Gaurang Dasgupta,SALARY,ACTIVE,2019-09-13,VERIFIED,MEDIUM,INDIA,16,58753.13,BARB0705923,Corporate treasurer,183394,STUDENT,2026-08-29
ACC-SS3EOQM,CUS-1H8OJRJ,Patrick Ratti,SAVINGS,ACTIVE,2026-07-08,VERIFIED,LOW,INDIA,8,45755.97,SBIN0385470,"Psychotherapist, dance movement",602630,RETAIL,2026-08-19
ACC-SSG5XRZ,CUS-YG301JB,Ira Raj,SALARY,ACTIVE,2019-10-15,VERIFIED,MEDIUM,INDIA,20,324092.87,BARB0471958,"Engineer, civil (consulting)",2564034,MASS_AFFLUENT,2026-08-28
ACC-SY0X4KN,CUS-SF4ILMK,Ira Mangat,CURRENT,ACTIVE,2021-06-14,VERIFIED,LOW,INDIA,12,125220.93,CNRB0266309,Business Owner,3809721,BUSINESS,2026-08-29
ACC-T1EGD9D,CUS-SYZG0OA,Aachal Chanda,CURRENT,ACTIVE,2020-11-28,VERIFIED,LOW,INDIA,17,426000.60,BARB0213253,Business Owner,4609071,BUSINESS,2026-08-29
ACC-T4M8JCI,CUS-M09Q9WX,Darsh Gour,CURRENT,ACTIVE,2021-03-23,VERIFIED,LOW,INDIA,10,150071.46,ICIC0235197,Business Owner,2200353,BUSINESS,2026-08-26
ACC-TKMP1LP,CUS-TS2MR4F,Om Goel,SALARY,ACTIVE,2024-03-26,VERIFIED,HIGH,INDIA,18,72625.63,CNRB0605414,"Sales professional, IT",235704,STUDENT,2026-08-29
ACC-TKMW044,CUS-8K1WYA9,Warinder Karpe,SAVINGS,ACTIVE,2024-06-29,VERIFIED,LOW,INDIA,15,249921.75,PUNB0806682,Armed forces technical officer,3237207,PREMIUM,2026-08-29
ACC-TM9MCPR,CUS-FC4CDUF,Udyati Badal,SAVINGS,ACTIVE,2022-12-13,VERIFIED,LOW,INDIA,18,519759.86,BARB0447412,Legal secretary,2721878,MASS_AFFLUENT,2026-08-29
ACC-TR5GOIT,CUS-2UR0FM2,Diya Dyal,SALARY,ACTIVE,2020-04-28,VERIFIED,LOW,INDIA,16,435483.19,PUNB0992647,Systems analyst,4609889,PREMIUM,2026-08-29
ACC-TT2SLHI,CUS-MAQA355,Wazir Sankaran,SAVINGS,ACTIVE,2023-06-13,VERIFIED,LOW,INDIA,16,98033.70,UTIB0673929,Arts development officer,775779,RETAIL,2026-08-29
ACC-TUIK15U,CUS-L9WOLYT,Indira Nadig,SAVINGS,ACTIVE,2026-02-04,VERIFIED,MEDIUM,INDIA,20,222380.38,YESB0741079,Chartered management accountant,1267911,MASS_AFFLUENT,2026-08-28
ACC-U00JTYL,CUS-84POTJ3,Quincy Tailor,SAVINGS,ACTIVE,2021-06-11,VERIFIED,MEDIUM,INDIA,16,104396.00,UBIN0988283,Magazine features editor,707286,RETAIL,2026-08-29
ACC-U652FYS,CUS-3JKV0ZE,Raksha Talwar,SAVINGS,ACTIVE,2023-07-23,VERIFIED,LOW,INDIA,14,174119.00,PUNB0480805,Politician's assistant,1060930,SALARIED,2026-08-27
ACC-U9NMNSW,CUS-IL68UHW,Hemani Jaggi,CURRENT,ACTIVE,2019-09-19,VERIFIED,LOW,INDIA,14,226679.14,INDB0155642,Business Owner,5184976,BUSINESS,2026-08-27
ACC-UM4ULZU,CUS-S5PUYRZ,Robert Doshi,SAVINGS,ACTIVE,2023-11-16,VERIFIED,LOW,INDIA,13,32694.07,IDFB0405482,Clinical biochemist,263033,STUDENT,2026-08-28
ACC-USMF0XL,CUS-ZYOBB9O,Mahika Dada,SALARY,ACTIVE,2023-03-07,VERIFIED,HIGH,INDIA,18,226270.36,YESB0278386,Financial risk analyst,1796048,SALARIED,2026-08-27
ACC-UUMK563,CUS-5T5BFZ6,Rushil Murthy,CURRENT,ACTIVE,2023-09-14,VERIFIED,LOW,INDIA,13,219460.03,IDFB0399628,Business Owner,8201599,BUSINESS,2026-08-25
ACC-UX7454R,CUS-ZCNOM2P,Tanay Kakar,SAVINGS,ACTIVE,2021-05-08,VERIFIED,LOW,INDIA,7,52892.20,BARB0566097,Physiological scientist,464845,SENIOR_CITIZEN,2026-08-28
ACC-UXI7OGZ,CUS-A83UJSO,Hemani Kant,CURRENT,ACTIVE,2024-06-18,VERIFIED,LOW,INDIA,16,248929.83,IDFB0822049,Business Owner,1088097,BUSINESS,2026-08-29
ACC-VGKP7L9,CUS-KV913OZ,Atharv Parsa,SAVINGS,ACTIVE,2021-09-05,VERIFIED,LOW,INDIA,14,150021.11,HDFC0888870,Commissioning editor,1741940,SALARIED,2026-08-26
ACC-VK82WU9,CUS-UX01UP8,Wriddhish Rama,SALARY,ACTIVE,2023-04-08,VERIFIED,LOW,INDIA,25,366608.00,PUNB0416503,Trading standards officer,2290773,PREMIUM,2026-08-28
ACC-VKE6H76,CUS-QMLJEL5,Chaaya Chatterjee,SALARY,ACTIVE,2024-06-21,VERIFIED,HIGH,INDIA,9,65799.69,IDFB0431495,"Conservation officer, historic buildings",1683825,SALARIED,2026-08-28
ACC-VQ2RPUV,CUS-N3VBIA4,Reyansh Contractor,SAVINGS,ACTIVE,2021-06-25,VERIFIED,LOW,INDIA,13,86436.36,UBIN0972503,Transport planner,864271,RETAIL,2026-08-28
ACC-VQTRMI8,CUS-A46JZOO,Veda Raghavan,SALARY,ACTIVE,2020-05-01,VERIFIED,LOW,INDIA,16,439704.41,IDFB0831844,"Psychologist, educational",2720378,PREMIUM,2026-08-27
ACC-VTEGB41,CUS-BVQPG4P,Teerth Vasa,SAVINGS,ACTIVE,2020-04-15,VERIFIED,HIGH,INDIA,20,65408.38,UTIB0134963,Make,139113,STUDENT,2026-08-27
ACC-VYP1NJG,CUS-LNR20QD,Vaishnavi Chaudhry,CURRENT,ACTIVE,2021-11-30,PENDING,MEDIUM,INDIA,17,325571.71,YESB0251950,Business Owner,2866505,BUSINESS,2026-08-29
ACC-W042LPI,CUS-CDIT16W,Chameli Sarraf,SAVINGS,ACTIVE,2024-06-25,VERIFIED,LOW,INDIA,18,307574.80,SBIN0811249,Local government officer,1810405,MASS_AFFLUENT,2026-08-27
ACC-W14TOBD,CUS-BM8YB94,Brinda Bir,SALARY,ACTIVE,2024-09-17,VERIFIED,MEDIUM,INDIA,18,105354.89,BARB0468877,"Nurse, adult",444462,RETAIL,2026-08-29
ACC-W77QKXI,CUS-RHBV1R7,Peter Handa,SALARY,ACTIVE,2025-04-02,VERIFIED,LOW,INDIA,21,195852.98,CNRB0207903,Public house manager,616264,SALARIED,2026-08-28
ACC-W81XE6V,CUS-A05G1X3,Amrita Dyal,SAVINGS,ACTIVE,2025-11-03,VERIFIED,LOW,INDIA,11,90045.81,SBIN0606983,Sports development officer,1594182,SALARIED,2026-08-26
ACC-WHV3F3F,CUS-KANX3FP,Krisha Chaudhuri,SAVINGS,ACTIVE,2024-08-17,VERIFIED,LOW,INDIA,19,456429.14,KOTAK0975849,"Engineer, electrical",1573301,MASS_AFFLUENT,2026-08-29
ACC-WUKFV2A,CUS-ADY20K0,Noah Magar,CURRENT,ACTIVE,2022-03-06,VERIFIED,LOW,INDIA,16,474048.61,UBIN0573209,Business Owner,6260728,BUSINESS,2026-08-28
ACC-X1Z2YVL,CUS-55X7RF1,Daksh Batra,SALARY,ACTIVE,2024-02-03,VERIFIED,LOW,INDIA,23,187086.35,UBIN0546815,"Scientist, research (medical)",667916,SALARIED,2026-08-29
ACC-X35UAF3,CUS-WE8ZN1N,Fariq Master,CURRENT,ACTIVE,2022-06-30,VERIFIED,LOW,INDIA,16,459345.88,KOTAK0150760,Business Owner,7412770,BUSINESS,2026-08-28
ACC-X8ADQCH,CUS-KI3HIUJ,Warhi Bhat,SAVINGS,ACTIVE,2024-09-28,VERIFIED,LOW,INDIA,11,58592.58,UBIN0606154,"Engineer, communications",552207,SENIOR_CITIZEN,2026-08-26
ACC-XANBX94,CUS-3J90PNO,Urvi Chacko,SAVINGS,ACTIVE,2024-10-19,VERIFIED,LOW,INDIA,14,114425.66,YESB0709859,"Therapist, occupational",1068691,RETAIL,2026-08-28
ACC-XGJ1QQ8,CUS-1XRZN09,Avi Pant,CURRENT,ACTIVE,2021-12-18,VERIFIED,LOW,INDIA,14,325007.38,UBIN0996531,Business Owner,7294414,BUSINESS,2026-08-28
ACC-XHO0VH4,CUS-44NK0BP,Finn Dass,SAVINGS,ACTIVE,2024-04-23,VERIFIED,LOW,INDIA,15,104161.56,SBIN0525151,"Scientist, marine",341094,RETAIL,2026-08-29
ACC-XI27VLT,CUS-INIF1HE,Bachittar Gala,SALARY,ACTIVE,2025-08-21,VERIFIED,MEDIUM,INDIA,12,99021.16,UTIB0145383,Magazine features editor,1131578,RETAIL,2026-08-29
ACC-XMSTP3X,CUS-5M8PJA0,Kiaan Bains,SAVINGS,ACTIVE,2022-03-26,VERIFIED,HIGH,INDIA,10,89209.23,INDB0540208,Counsellor,301533,RETAIL,2026-08-26
ACC-XQ6ARCR,CUS-4ZCQRDB,Gagan Deshmukh,CURRENT,ACTIVE,2021-01-07,VERIFIED,LOW,INDIA,15,202471.03,CNRB0742693,Business Owner,7573219,BUSINESS,2026-08-26
ACC-XQS3H4D,CUS-E4M6HY7,Tanvi Kuruvilla,SALARY,ACTIVE,2024-06-04,VERIFIED,LOW,INDIA,20,473308.73,SBIN0184736,"Journalist, newspaper",2159596,MASS_AFFLUENT,2026-08-26
ACC-XSK28T7,CUS-A9TGIQH,Raksha Ganguly,SAVINGS,ACTIVE,2026-06-15,VERIFIED,MEDIUM,INDIA,7,45872.92,SBIN0629959,Health service manager,934210,RETAIL,2026-08-28
ACC-XU0COJB,CUS-Q90SJMV,Umang Bahl,SALARY,ACTIVE,2023-05-12,VERIFIED,LOW,INDIA,15,386133.00,CNRB0933592,Animal technologist,7382923,PREMIUM,2026-08-29
ACC-XXV6AZE,CUS-OI5MCNT,Rayaan Srivastava,SAVINGS,ACTIVE,2021-10-22,VERIFIED,LOW,INDIA,9,65254.96,INDB0542223,Chartered public finance accountant,746390,SENIOR_CITIZEN,2026-08-29
ACC-Y1WIZ9P,CUS-W2021S4,Ishanvi Nayar,SAVINGS,ACTIVE,2020-05-27,VERIFIED,LOW,INDIA,19,208922.02,ICIC0285306,Heritage manager,1743712,SALARIED,2026-08-29
ACC-YRJVZA6,CUS-541ZE8O,Falguni Sule,SALARY,ACTIVE,2024-10-03,VERIFIED,HIGH,INDIA,11,54010.73,IDFB0195071,Control and instrumentation engineer,649636,RETAIL,2026-08-29
ACC-YSN7NG9,CUS-RE01UUM,Dev Bandi,SAVINGS,ACTIVE,2020-07-10,VERIFIED,LOW,INDIA,13,365186.22,HDFC0704413,"Therapist, art",3435624,PREMIUM,2026-08-26
ACC-YTFDRY5,CUS-BYY2CON,Umang Dhawan,SAVINGS,ACTIVE,2020-02-22,VERIFIED,LOW,INDIA,8,65902.72,HDFC0452550,Television/film/video producer,619970,SENIOR_CITIZEN,2026-08-22
ACC-YYUG5GN,CUS-V56VKTX,Qarin Goyal,SAVINGS,ACTIVE,2025-04-09,VERIFIED,LOW,INDIA,12,75433.57,UBIN0196424,Research scientist (medical),601314,SENIOR_CITIZEN,2026-08-29
ACC-Z565OD7,CUS-B1U9ER0,Atharv Dave,CURRENT,ACTIVE,2020-07-26,VERIFIED,LOW,INDIA,17,426294.85,IDFB0460550,Business Owner,2153362,BUSINESS,2026-08-29
ACC-Z9UR73A,CUS-70H0JJG,Noah Apte,SAVINGS,ACTIVE,2022-11-28,VERIFIED,LOW,INDIA,14,151123.07,UBIN0388792,Barista,1303300,SALARIED,2026-08-27
ACC-ZAQ8H3X,CUS-QYXGO4B,Tara Chaudry,CURRENT,ACTIVE,2024-03-13,VERIFIED,MEDIUM,INDIA,14,133819.08,IDFB0416869,Business Owner,6130154,BUSINESS,2026-08-28
ACC-ZC87CVB,CUS-E4G0TRU,Ranveer Viswanathan,SALARY,ACTIVE,2019-11-16,VERIFIED,HIGH,INDIA,17,59425.22,PUNB0227310,Licensed conveyancer,249451,STUDENT,2026-08-29
ACC-ZJ2O1XJ,CUS-4F5L3LL,Wriddhish Nagy,SAVINGS,ACTIVE,2024-02-04,VERIFIED,LOW,INDIA,20,287081.27,INDB0175548,Tax inspector,5306766,PREMIUM,2026-08-26
ACC-ZO2X4GT,CUS-VJFG9KN,Darpan Natt,CURRENT,ACTIVE,2023-04-25,VERIFIED,LOW,INDIA,16,308298.26,ICIC0364266,Business Owner,7180220,BUSINESS,2026-08-28
ACC-ZSDP5YH,CUS-P5E7AXU,Girindra Buch,SALARY,ACTIVE,2021-05-25,VERIFIED,LOW,INDIA,20,223340.05,PUNB0326222,Herpetologist,1487789,SALARIED,2026-08-28
ACC-ZT3EDK2,CUS-043NVJU,Rajata Sathe,SAVINGS,ACTIVE,2021-08-23,VERIFIED,LOW,INDIA,19,60586.63,SBIN0247720,"Scientist, research (maths)",217134,STUDENT,2026-08-25
ACC-ZV9DKYA,CUS-FJ41FEQ,Shivansh Kakar,SALARY,ACTIVE,2025-09-10,PENDING,LOW,INDIA,21,639587.73,YESB0911187,Quantity surveyor,4403078,PREMIUM,2026-08-27
ACC-ZXCZD9M,CUS-X9SEY62,Gaurangi Bhatia,SAVINGS,ACTIVE,2024-10-13,VERIFIED,LOW,INDIA,23,506551.22,SBIN0520884,Best boy,2369858,MASS_AFFLUENT,2026-08-29
